transaction_id,timestamp,user_id,user_role,transaction_type,electricity_quantity,price_per_mwh,total_cost,latency_ms,security_level,encryption_method,zt_authentication,network_slice_id,transaction_status,grid_region,smart_meter_id,grid_demand_state,weather_condition,energy_source,carbon_tax_fee
TXN8988,2025-02-14 10:00:26,U6229,Authority,,0.0,0.0,0.0,20,Medium,AES,1,Slice_A,Success,North_Zone,MTR-0456,Normal,Cloudy,Hydro,0.0
TXN8078,2025-02-14 10:45:56,U5991,Dealer,Sell,40.82,36.87,1505.03,10,High,TDKE,1,Slice_A,Success,North_Zone,MTR-0105,Normal,Clear Night,Wind,0.0
TXN4493,2025-02-14 10:20:58,U9221,Supplier,Sell,78.98,34.72,2742.19,26,Medium,AES,1,Slice_C,Failed,Rural_Grid,MTR-0395,Normal,Clear Night,Coal,355.41
TXN3532,2025-02-14 10:22:06,U3562,Dealer,Sell,80.72,38.52,3109.33,24,Low,AES,0,Slice_B,Failed,Rural_Grid,MTR-0356,Normal,Clear Night,Natural Gas,161.44
TXN8762,2025-02-14 10:44:36,U7830,Authority,,0.0,0.0,0.0,13,High,TDKE,1,Slice_B,Pending,Metro_Hub,MTR-0032,Normal,Heatwave,Hydro,0.0
TXN5974,2025-02-14 10:25:18,U3375,Supplier,Sell,75.4,38.29,2887.07,15,Medium,RSA,1,Slice_B,Failed,Metro_Hub,MTR-0219,Normal,Heatwave,Solar,0.0
TXN7447,2025-02-14 10:52:03,U7834,Dealer,Sell,14.98,34.09,510.67,25,High,TDKE,1,Slice_B,Pending,Metro_Hub,MTR-0175,Normal,Sunny,Coal,67.41
TXN1319,2025-02-14 10:55:52,U4313,Dealer,Sell,36.53,33.73,1232.16,15,Medium,RSA,1,Slice_B,Failed,Industrial_Park,MTR-0268,Normal,Sunny,Natural Gas,73.06
TXN4267,2025-02-14 10:54:26,U4522,Authority,,0.0,0.0,0.0,21,Medium,RSA,1,Slice_A,Success,North_Zone,MTR-0181,Normal,Stormy,Wind,0.0
TXN4983,2025-02-14 10:10:57,U6332,Authority,,0.0,0.0,0.0,20,Low,RSA,0,Slice_A,Failed,North_Zone,MTR-0176,Normal,Stormy,Hydro,0.0
TXN7390,2025-02-14 10:46:57,U8979,Dealer,Sell,98.82,35.86,3543.69,6,High,TDKE,1,Slice_A,Failed,Rural_Grid,MTR-0419,Normal,Cloudy,Hydro,0.0
TXN6614,2025-02-14 10:18:50,U9812,Supplier,Sell,93.12,31.11,2896.96,9,Low,AES,0,Slice_B,Failed,North_Zone,MTR-0197,Normal,Clear Night,Natural Gas,186.24
TXN7779,2025-02-14 10:56:16,U3486,Dealer,Sell,61.67,35.62,2196.69,19,High,TDKE,1,Slice_B,Failed,North_Zone,MTR-0494,Normal,Cloudy,Wind,0.0
TXN9955,2025-02-14 10:52:04,U5271,Authority,,0.0,0.0,0.0,21,Medium,AES,1,Slice_A,Success,Rural_Grid,MTR-0181,Normal,Heatwave,Solar,0.0
TXN6143,2025-02-14 10:58:15,U6918,Supplier,Buy,26.57,34.68,921.45,19,Medium,RSA,1,Slice_A,Failed,North_Zone,MTR-0383,Normal,Cloudy,Coal,119.56
TXN5243,2025-02-14 10:17:25,U1379,Dealer,Buy,67.8,34.27,2323.51,30,Medium,AES,1,Slice_C,Success,Metro_Hub,MTR-0490,Normal,Sunny,Solar,0.0
TXN9392,2025-02-14 10:25:29,U1265,Authority,,0.0,0.0,0.0,18,High,TDKE,1,Slice_C,Pending,North_Zone,MTR-0185,Normal,Clear Night,Hydro,0.0
TXN9827,2025-02-14 10:33:35,U5630,Authority,,0.0,0.0,0.0,15,Low,AES,0,Slice_C,Success,South_Zone,MTR-0359,Normal,Stormy,Natural Gas,0.0
TXN2509,2025-02-14 10:38:06,U2840,Authority,,0.0,0.0,0.0,10,Low,AES,0,Slice_C,Pending,South_Zone,MTR-0299,Normal,Sunny,Solar,0.0
TXN4127,2025-02-14 10:51:19,U2197,Authority,,0.0,0.0,0.0,18,Medium,RSA,1,Slice_B,Failed,North_Zone,MTR-0267,Normal,Heatwave,Natural Gas,0.0
TXN3493,2025-02-14 10:44:24,U6413,Dealer,Buy,68.31,33.4,2281.55,21,Low,RSA,0,Slice_A,Pending,Rural_Grid,MTR-0268,Normal,Clear Night,Hydro,0.0
TXN5813,2025-02-14 10:00:26,U7388,Dealer,Buy,30.27,34.27,1037.35,13,High,TDKE,1,Slice_C,Failed,South_Zone,MTR-0015,Normal,Clear Night,Wind,0.0
TXN6351,2025-02-14 10:36:20,U8499,Authority,,0.0,0.0,0.0,26,High,TDKE,1,Slice_C,Pending,Metro_Hub,MTR-0012,Normal,Heatwave,Solar,0.0
TXN3500,2025-02-14 10:12:53,U3429,Dealer,Sell,26.34,30.26,797.05,24,High,TDKE,1,Slice_A,Failed,Industrial_Park,MTR-0063,Normal,Stormy,Wind,0.0
TXN6710,2025-02-14 10:04:43,U6365,Supplier,Buy,69.24,32.02,2217.06,10,Medium,RSA,1,Slice_A,Success,South_Zone,MTR-0310,Normal,Sunny,Coal,311.58
TXN6821,2025-02-14 10:01:51,U3249,Supplier,Buy,85.07,33.75,2871.11,19,Low,AES,0,Slice_B,Success,Metro_Hub,MTR-0099,Normal,Cloudy,Coal,382.81
TXN8320,2025-02-14 10:29:56,U7540,Dealer,Buy,79.39,35.9,2850.1,8,High,TDKE,1,Slice_A,Failed,Rural_Grid,MTR-0336,Normal,Stormy,Wind,0.0
TXN9462,2025-02-14 10:08:18,U3668,Dealer,Buy,94.66,37.41,3541.23,16,Low,RSA,0,Slice_B,Success,South_Zone,MTR-0438,Normal,Cloudy,Wind,0.0
TXN4446,2025-02-14 10:06:11,U9305,Supplier,Sell,32.98,31.12,1026.34,19,High,TDKE,1,Slice_A,Pending,Rural_Grid,MTR-0229,Normal,Sunny,Hydro,0.0
TXN7881,2025-02-14 10:27:19,U2639,Supplier,Sell,95.12,38.37,3649.75,18,Low,RSA,0,Slice_A,Failed,Rural_Grid,MTR-0409,Normal,Sunny,Solar,0.0
TXN2383,2025-02-14 10:44:24,U7384,Supplier,Buy,95.62,32.75,3131.56,25,Medium,AES,1,Slice_A,Success,Metro_Hub,MTR-0300,Normal,Sunny,Hydro,0.0
TXN3905,2025-02-14 10:38:32,U1151,Dealer,Buy,22.62,34.7,784.91,6,High,TDKE,1,Slice_C,Success,North_Zone,MTR-0016,Normal,Stormy,Natural Gas,45.24
TXN5801,2025-02-14 10:25:22,U7797,Dealer,Sell,25.52,39.36,1004.47,9,Low,AES,0,Slice_B,Success,Metro_Hub,MTR-0353,Normal,Heatwave,Hydro,0.0
TXN3660,2025-02-14 10:02:02,U9151,Dealer,Sell,46.33,33.73,1562.71,13,Low,RSA,0,Slice_A,Success,Rural_Grid,MTR-0447,Normal,Clear Night,Wind,0.0
TXN6432,2025-02-14 10:01:56,U8708,Dealer,Buy,92.22,30.46,2809.02,17,Low,AES,0,Slice_A,Success,Metro_Hub,MTR-0277,Normal,Heatwave,Solar,0.0
TXN1244,2025-02-14 10:23:48,U4648,Dealer,Sell,98.94,31.12,3079.01,20,Medium,RSA,1,Slice_C,Pending,Rural_Grid,MTR-0054,Normal,Clear Night,Natural Gas,197.88
TXN3202,2025-02-14 10:58:29,U1011,Supplier,Sell,52.25,39.03,2039.32,9,Medium,RSA,1,Slice_C,Failed,Industrial_Park,MTR-0015,Normal,Sunny,Coal,235.12
TXN2579,2025-02-14 10:32:37,U9074,Authority,,0.0,0.0,0.0,23,High,TDKE,1,Slice_A,Success,Metro_Hub,MTR-0208,Normal,Heatwave,Solar,0.0
TXN9433,2025-02-14 10:08:51,U3336,Dealer,Buy,76.89,37.17,2858.0,14,Low,AES,0,Slice_A,Success,Metro_Hub,MTR-0423,Normal,Stormy,Hydro,0.0
TXN5106,2025-02-14 10:12:36,U5933,Supplier,Sell,70.15,35.2,2469.28,23,Medium,AES,1,Slice_B,Pending,Industrial_Park,MTR-0254,Normal,Heatwave,Natural Gas,140.3
TXN7140,2025-02-14 10:45:08,U3379,Authority,,0.0,0.0,0.0,28,High,TDKE,1,Slice_C,Pending,Rural_Grid,MTR-0236,Normal,Cloudy,Coal,0.0
TXN1786,2025-02-14 10:54:13,U4242,Dealer,Buy,22.87,30.34,693.88,30,High,TDKE,1,Slice_A,Pending,Metro_Hub,MTR-0352,Normal,Sunny,Solar,0.0
TXN6284,2025-02-14 10:00:47,U8877,Supplier,Sell,26.9,38.7,1041.03,23,Medium,RSA,1,Slice_A,Pending,Rural_Grid,MTR-0342,Normal,Stormy,Wind,0.0
TXN5305,2025-02-14 10:37:15,U8206,Dealer,Sell,68.99,35.14,2424.31,15,Medium,AES,1,Slice_B,Pending,North_Zone,MTR-0006,Normal,Cloudy,Coal,310.45
TXN8984,2025-02-14 10:52:42,U9993,Supplier,Buy,70.12,33.42,2343.41,21,Medium,AES,1,Slice_B,Pending,North_Zone,MTR-0227,Normal,Stormy,Hydro,0.0
TXN1416,2025-02-14 10:37:05,U3068,Dealer,Buy,97.76,38.3,3744.21,8,Low,RSA,0,Slice_A,Pending,North_Zone,MTR-0381,Normal,Sunny,Solar,0.0
TXN6030,2025-02-14 10:30:53,U8146,Authority,,0.0,0.0,0.0,7,Low,AES,0,Slice_B,Failed,Industrial_Park,MTR-0180,Normal,Sunny,Coal,0.0
TXN4192,2025-02-14 10:09:40,U4634,Dealer,Buy,76.01,33.54,2549.38,24,High,TDKE,1,Slice_C,Failed,Metro_Hub,MTR-0196,Normal,Cloudy,Wind,0.0
TXN9602,2025-02-14 10:03:12,U9735,Supplier,Buy,72.43,39.97,2895.03,10,Medium,AES,1,Slice_A,Failed,Rural_Grid,MTR-0149,Normal,Cloudy,Natural Gas,144.86
TXN3713,2025-02-14 10:43:20,U4707,Authority,,0.0,0.0,0.0,9,Low,RSA,0,Slice_A,Pending,Rural_Grid,MTR-0091,Normal,Clear Night,Hydro,0.0
TXN1801,2025-02-14 10:27:21,U5857,Supplier,Sell,90.44,34.68,3136.46,9,Low,RSA,0,Slice_A,Success,Industrial_Park,MTR-0278,Normal,Sunny,Coal,406.98
TXN5117,2025-02-14 10:48:21,U6105,Dealer,Buy,15.33,34.1,522.75,9,Medium,AES,1,Slice_A,Pending,Metro_Hub,MTR-0279,Normal,Heatwave,Hydro,0.0
TXN3612,2025-02-14 10:44:06,U7865,Supplier,Buy,32.37,33.5,1084.39,12,Medium,AES,1,Slice_B,Success,Rural_Grid,MTR-0199,Normal,Sunny,Natural Gas,64.74
TXN3487,2025-02-14 10:14:03,U8264,Dealer,Sell,78.45,30.11,2362.13,8,Low,RSA,0,Slice_C,Success,Rural_Grid,MTR-0023,Normal,Cloudy,Wind,0.0
TXN8718,2025-02-14 10:15:51,U8180,Supplier,Buy,58.71,36.1,2119.43,9,High,TDKE,1,Slice_C,Pending,South_Zone,MTR-0196,Normal,Cloudy,Hydro,0.0
TXN5458,2025-02-14 10:02:47,U7250,Supplier,Buy,66.42,34.26,2275.55,10,Low,RSA,0,Slice_B,Success,North_Zone,MTR-0460,Normal,Sunny,Coal,298.89
TXN9566,2025-02-14 10:07:02,U2451,Authority,,0.0,0.0,0.0,24,Low,RSA,0,Slice_A,Failed,South_Zone,MTR-0380,Normal,Stormy,Hydro,0.0
TXN9102,2025-02-14 10:57:07,U8085,Supplier,Buy,67.43,38.65,2606.17,13,Low,RSA,0,Slice_B,Failed,Rural_Grid,MTR-0437,Normal,Stormy,Wind,0.0
TXN9320,2025-02-14 10:22:26,U7875,Authority,,0.0,0.0,0.0,13,Medium,AES,1,Slice_A,Success,Metro_Hub,MTR-0177,Normal,Sunny,Hydro,0.0
TXN8955,2025-02-14 10:16:34,U9109,Dealer,Sell,69.91,31.04,2170.01,29,Low,RSA,0,Slice_C,Failed,North_Zone,MTR-0451,Normal,Heatwave,Hydro,0.0
TXN7157,2025-02-14 10:41:24,U9502,Authority,,0.0,0.0,0.0,17,High,TDKE,1,Slice_C,Success,Industrial_Park,MTR-0024,Normal,Clear Night,Coal,0.0
TXN2615,2025-02-14 10:39:17,U2555,Dealer,Buy,42.46,36.73,1559.56,24,Medium,RSA,1,Slice_C,Failed,Industrial_Park,MTR-0275,Normal,Sunny,Solar,0.0
TXN1653,2025-02-14 10:23:42,U8212,Supplier,Buy,94.62,38.13,3607.86,25,Low,RSA,0,Slice_C,Success,Rural_Grid,MTR-0174,Normal,Stormy,Wind,0.0
TXN4539,2025-02-14 10:38:42,U3961,Dealer,Sell,18.89,39.21,740.68,30,High,TDKE,1,Slice_C,Pending,North_Zone,MTR-0301,Normal,Cloudy,Hydro,0.0
TXN5153,2025-02-14 10:24:28,U6636,Supplier,Buy,34.9,37.84,1320.62,15,Medium,RSA,1,Slice_A,Success,North_Zone,MTR-0023,Normal,Stormy,Natural Gas,69.8
TXN9966,2025-02-14 10:44:15,U6273,Authority,,0.0,0.0,0.0,17,Medium,AES,1,Slice_B,Success,North_Zone,MTR-0325,Normal,Clear Night,Hydro,0.0
TXN6468,2025-02-14 10:24:00,U9818,Authority,,0.0,0.0,0.0,30,High,TDKE,1,Slice_B,Pending,South_Zone,MTR-0020,Normal,Stormy,Coal,0.0
TXN2659,2025-02-14 10:49:17,U2481,Authority,,0.0,0.0,0.0,17,Medium,RSA,1,Slice_C,Success,Metro_Hub,MTR-0404,Normal,Clear Night,Natural Gas,0.0
TXN7270,2025-02-14 10:13:48,U5336,Authority,,0.0,0.0,0.0,20,Medium,RSA,1,Slice_B,Pending,South_Zone,MTR-0160,Normal,Sunny,Solar,0.0
TXN3608,2025-02-14 10:11:30,U6288,Dealer,Buy,27.08,33.11,896.62,21,Low,RSA,0,Slice_C,Failed,Rural_Grid,MTR-0102,Normal,Sunny,Hydro,0.0
TXN3914,2025-02-14 10:27:10,U2244,Dealer,Buy,18.15,35.98,653.04,26,Medium,RSA,1,Slice_A,Failed,South_Zone,MTR-0333,Normal,Sunny,Hydro,0.0
TXN6573,2025-02-14 10:36:22,U6796,Supplier,Buy,92.91,31.04,2883.93,28,Medium,AES,1,Slice_B,Success,South_Zone,MTR-0444,Normal,Sunny,Hydro,0.0
TXN8250,2025-02-14 10:56:23,U1668,Dealer,Buy,70.08,32.74,2294.42,20,High,TDKE,1,Slice_C,Success,Industrial_Park,MTR-0136,Normal,Clear Night,Hydro,0.0
TXN5019,2025-02-14 10:59:44,U4700,Supplier,Buy,23.08,32.97,760.95,5,Low,RSA,0,Slice_B,Pending,Industrial_Park,MTR-0162,Normal,Sunny,Solar,0.0
TXN4149,2025-02-14 10:28:08,U4048,Authority,,0.0,0.0,0.0,23,Medium,RSA,1,Slice_C,Pending,North_Zone,MTR-0057,Normal,Sunny,Natural Gas,0.0
TXN6963,2025-02-14 10:54:50,U5318,Supplier,Sell,42.81,39.26,1680.72,12,Medium,RSA,1,Slice_A,Failed,Metro_Hub,MTR-0096,Normal,Clear Night,Coal,192.65
TXN3203,2025-02-14 10:21:57,U5045,Authority,,0.0,0.0,0.0,23,High,TDKE,1,Slice_A,Failed,Metro_Hub,MTR-0096,Normal,Sunny,Hydro,0.0
TXN8794,2025-02-14 10:36:32,U6136,Dealer,Buy,74.81,37.18,2781.44,25,Low,AES,0,Slice_B,Pending,North_Zone,MTR-0128,Normal,Cloudy,Wind,0.0
TXN1871,2025-02-14 10:31:25,U8174,Supplier,Sell,15.82,39.96,632.17,5,Low,RSA,0,Slice_C,Failed,Rural_Grid,MTR-0340,Normal,Cloudy,Natural Gas,31.64
TXN1942,2025-02-14 10:23:43,U8809,Authority,,0.0,0.0,0.0,9,High,TDKE,1,Slice_C,Pending,Rural_Grid,MTR-0296,Normal,Clear Night,Wind,0.0
TXN2071,2025-02-14 10:49:04,U5523,Authority,,0.0,0.0,0.0,13,Low,AES,0,Slice_C,Failed,Industrial_Park,MTR-0182,Normal,Heatwave,Hydro,0.0
TXN9041,2025-02-14 10:29:24,U3184,Supplier,Buy,69.56,33.1,2302.44,27,Low,RSA,0,Slice_B,Success,North_Zone,MTR-0143,Normal,Sunny,Coal,313.02
TXN9322,2025-02-14 10:27:47,U3363,Authority,,0.0,0.0,0.0,26,Low,RSA,0,Slice_A,Failed,Metro_Hub,MTR-0169,Normal,Heatwave,Solar,0.0
TXN1867,2025-02-14 10:48:36,U6871,Authority,,0.0,0.0,0.0,8,High,TDKE,1,Slice_C,Success,North_Zone,MTR-0207,Normal,Cloudy,Hydro,0.0
TXN9679,2025-02-14 10:28:14,U3641,Authority,,0.0,0.0,0.0,11,High,TDKE,1,Slice_C,Success,South_Zone,MTR-0278,Normal,Stormy,Wind,0.0
TXN3969,2025-02-14 10:02:00,U9109,Authority,,0.0,0.0,0.0,8,Medium,AES,1,Slice_A,Pending,North_Zone,MTR-0319,Normal,Stormy,Coal,0.0
TXN7347,2025-02-14 10:54:56,U7677,Supplier,Sell,22.47,33.43,751.17,8,Medium,RSA,1,Slice_A,Failed,South_Zone,MTR-0295,Normal,Heatwave,Hydro,0.0
TXN8051,2025-02-14 11:00:00,U5128,Supplier,Buy,26.61,34.01,905.01,12,Medium,AES,1,Slice_B,Pending,Industrial_Park,MTR-0029,Normal,Heatwave,Natural Gas,53.22
TXN2540,2025-02-14 10:35:45,U5223,Dealer,Buy,98.38,30.59,3009.44,16,High,TDKE,1,Slice_A,Success,Metro_Hub,MTR-0314,Normal,Cloudy,Wind,0.0
TXN9669,2025-02-14 10:00:51,U1076,Supplier,Sell,37.56,38.0,1427.28,23,Low,RSA,0,Slice_A,Success,North_Zone,MTR-0469,Normal,Heatwave,Hydro,0.0
TXN4088,2025-02-14 10:43:27,U9162,Dealer,Buy,97.82,30.97,3029.49,26,High,TDKE,1,Slice_C,Pending,South_Zone,MTR-0053,Normal,Stormy,Hydro,0.0
TXN3898,2025-02-14 10:30:05,U3908,Authority,,0.0,0.0,0.0,9,Medium,AES,1,Slice_C,Success,Rural_Grid,MTR-0388,Normal,Clear Night,Wind,0.0
TXN9807,2025-02-14 10:54:10,U2970,Supplier,Sell,19.7,36.83,725.55,23,Low,AES,0,Slice_A,Pending,Rural_Grid,MTR-0337,Normal,Cloudy,Natural Gas,39.4
TXN4164,2025-02-14 10:41:11,U3543,Authority,,0.0,0.0,0.0,15,Medium,RSA,1,Slice_B,Success,Rural_Grid,MTR-0077,Normal,Clear Night,Coal,0.0
TXN2072,2025-02-14 10:23:05,U5034,Supplier,Buy,31.55,38.18,1204.58,11,Medium,AES,1,Slice_B,Success,South_Zone,MTR-0284,Normal,Heatwave,Hydro,0.0
TXN8871,2025-02-14 10:55:21,U2618,Authority,,0.0,0.0,0.0,7,Low,RSA,0,Slice_C,Failed,Metro_Hub,MTR-0142,Normal,Sunny,Solar,0.0
TXN9715,2025-02-14 10:35:36,U7458,Authority,,0.0,0.0,0.0,25,High,TDKE,1,Slice_B,Pending,Rural_Grid,MTR-0048,Normal,Clear Night,Wind,0.0
TXN3219,2025-02-14 10:30:34,U4244,Supplier,Sell,46.38,33.77,1566.25,20,High,TDKE,1,Slice_B,Success,Metro_Hub,MTR-0134,Normal,Cloudy,Natural Gas,92.76
TXN6267,2025-02-14 10:38:18,U8931,Authority,,0.0,0.0,0.0,17,Medium,RSA,1,Slice_B,Failed,South_Zone,MTR-0431,Normal,Clear Night,Wind,0.0
TXN1903,2025-02-14 10:36:00,U1682,Dealer,Buy,37.64,35.87,1350.15,23,Low,AES,0,Slice_C,Pending,South_Zone,MTR-0155,Normal,Sunny,Solar,0.0
TXN1785,2025-02-14 10:36:28,U1458,Dealer,Sell,44.64,33.52,1496.33,22,High,TDKE,1,Slice_C,Pending,South_Zone,MTR-0477,Normal,Sunny,Solar,0.0
TXN9329,2025-02-14 10:35:46,U3921,Authority,,0.0,0.0,0.0,16,Low,AES,0,Slice_A,Success,South_Zone,MTR-0035,Normal,Stormy,Wind,0.0
TXN8491,2025-02-14 10:12:40,U4630,Authority,,0.0,0.0,0.0,15,High,TDKE,1,Slice_C,Success,Rural_Grid,MTR-0307,Normal,Cloudy,Coal,0.0
TXN9114,2025-02-14 10:14:06,U1255,Dealer,Sell,28.54,36.89,1052.84,14,High,TDKE,1,Slice_A,Failed,Metro_Hub,MTR-0446,Normal,Heatwave,Natural Gas,57.08
TXN6419,2025-02-14 10:12:05,U7388,Dealer,Sell,92.58,34.02,3149.57,9,High,TDKE,1,Slice_C,Success,Metro_Hub,MTR-0226,Normal,Cloudy,Coal,416.61
TXN5230,2025-02-14 10:28:51,U6074,Dealer,Sell,46.83,30.1,1409.58,18,Medium,RSA,1,Slice_A,Pending,Rural_Grid,MTR-0477,Normal,Stormy,Wind,0.0
TXN5152,2025-02-14 10:40:58,U1170,Authority,,0.0,0.0,0.0,27,Medium,AES,1,Slice_C,Pending,Rural_Grid,MTR-0014,Normal,Heatwave,Solar,0.0
TXN3111,2025-02-14 10:45:15,U4653,Dealer,Buy,20.38,39.02,795.23,20,High,TDKE,1,Slice_A,Failed,North_Zone,MTR-0175,Normal,Stormy,Natural Gas,40.76
TXN6363,2025-02-14 10:11:25,U5202,Authority,,0.0,0.0,0.0,27,Low,RSA,0,Slice_B,Failed,Rural_Grid,MTR-0209,Normal,Clear Night,Coal,0.0
TXN5693,2025-02-14 10:19:26,U5284,Dealer,Buy,45.54,38.86,1769.68,11,High,TDKE,1,Slice_C,Pending,North_Zone,MTR-0482,Normal,Cloudy,Coal,204.93
TXN4289,2025-02-14 10:08:40,U9490,Dealer,Sell,53.09,31.11,1651.63,6,Medium,AES,1,Slice_A,Failed,South_Zone,MTR-0354,Normal,Heatwave,Solar,0.0
TXN2104,2025-02-14 10:16:30,U8142,Authority,,0.0,0.0,0.0,16,Medium,AES,1,Slice_B,Failed,Rural_Grid,MTR-0288,Normal,Stormy,Wind,0.0
TXN1672,2025-02-14 10:45:15,U9251,Dealer,Buy,75.24,30.44,2290.31,5,High,TDKE,1,Slice_B,Pending,Metro_Hub,MTR-0231,Normal,Sunny,Solar,0.0
TXN3875,2025-02-14 10:23:54,U8569,Dealer,Buy,45.22,31.53,1425.79,14,Low,AES,0,Slice_A,Success,North_Zone,MTR-0086,Normal,Sunny,Coal,203.49
TXN4184,2025-02-14 10:22:55,U8190,Dealer,Sell,16.24,32.46,527.15,21,Medium,AES,1,Slice_A,Failed,Rural_Grid,MTR-0264,Normal,Heatwave,Solar,0.0
TXN6202,2025-02-14 10:03:52,U2824,Authority,,0.0,0.0,0.0,7,Medium,AES,1,Slice_C,Failed,Metro_Hub,MTR-0017,Normal,Clear Night,Wind,0.0
TXN3783,2025-02-14 10:49:25,U6270,Supplier,Buy,22.91,31.04,711.13,12,High,TDKE,1,Slice_B,Success,Metro_Hub,MTR-0310,Normal,Cloudy,Wind,0.0
TXN1957,2025-02-14 10:55:32,U7349,Authority,,0.0,0.0,0.0,8,High,TDKE,1,Slice_C,Success,Industrial_Park,MTR-0181,Normal,Sunny,Hydro,0.0
TXN9938,2025-02-14 10:05:02,U1324,Authority,,0.0,0.0,0.0,20,Low,RSA,0,Slice_B,Failed,South_Zone,MTR-0225,Normal,Cloudy,Wind,0.0
TXN7336,2025-02-14 10:30:41,U4893,Authority,,0.0,0.0,0.0,20,Low,RSA,0,Slice_B,Failed,Industrial_Park,MTR-0108,Normal,Heatwave,Natural Gas,0.0
TXN8454,2025-02-14 10:32:42,U3509,Supplier,Sell,30.15,32.87,991.03,28,High,TDKE,1,Slice_B,Pending,North_Zone,MTR-0381,Normal,Stormy,Wind,0.0
TXN3626,2025-02-14 10:25:07,U1343,Supplier,Sell,22.96,34.6,794.42,27,Low,AES,0,Slice_B,Success,Rural_Grid,MTR-0368,Normal,Cloudy,Wind,0.0
TXN6782,2025-02-14 10:14:12,U7648,Supplier,Sell,51.45,34.52,1776.05,17,Medium,RSA,1,Slice_B,Pending,Rural_Grid,MTR-0115,Normal,Clear Night,Coal,231.53
TXN7535,2025-02-14 10:09:05,U9682,Dealer,Buy,29.53,31.91,942.3,11,Low,RSA,0,Slice_B,Failed,South_Zone,MTR-0061,Normal,Clear Night,Hydro,0.0
TXN7688,2025-02-14 10:25:35,U6028,Dealer,Sell,22.72,31.09,706.36,25,Medium,RSA,1,Slice_C,Pending,Rural_Grid,MTR-0278,Normal,Stormy,Wind,0.0
TXN1833,2025-02-14 10:13:36,U4558,Supplier,Buy,69.37,39.37,2731.1,18,High,TDKE,1,Slice_B,Success,Metro_Hub,MTR-0249,Normal,Sunny,Hydro,0.0
TXN4382,2025-02-14 10:26:20,U3823,Supplier,Buy,67.71,35.75,2420.63,30,High,TDKE,1,Slice_A,Pending,South_Zone,MTR-0380,Normal,Heatwave,Coal,304.69
TXN6185,2025-02-14 10:31:59,U5025,Authority,,0.0,0.0,0.0,9,Medium,RSA,1,Slice_C,Failed,Metro_Hub,MTR-0359,Normal,Stormy,Coal,0.0
TXN9693,2025-02-14 10:50:11,U1578,Authority,,0.0,0.0,0.0,8,High,TDKE,1,Slice_A,Success,Metro_Hub,MTR-0187,Normal,Clear Night,Natural Gas,0.0
TXN1142,2025-02-14 10:58:51,U1864,Supplier,Buy,38.2,39.02,1490.56,11,Low,AES,0,Slice_A,Pending,North_Zone,MTR-0442,Normal,Sunny,Natural Gas,76.4
TXN2081,2025-02-14 10:24:46,U6169,Authority,,0.0,0.0,0.0,19,Medium,RSA,1,Slice_C,Success,Metro_Hub,MTR-0353,Normal,Stormy,Natural Gas,0.0
TXN5747,2025-02-14 10:20:42,U2662,Authority,,0.0,0.0,0.0,10,High,TDKE,1,Slice_A,Pending,Industrial_Park,MTR-0390,Normal,Stormy,Hydro,0.0
TXN2940,2025-02-14 10:36:20,U7712,Dealer,Sell,72.99,32.81,2394.8,12,High,TDKE,1,Slice_C,Success,North_Zone,MTR-0385,Normal,Heatwave,Solar,0.0
TXN8289,2025-02-14 10:06:37,U1645,Dealer,Sell,52.55,34.77,1827.16,29,High,TDKE,1,Slice_C,Failed,Industrial_Park,MTR-0188,Normal,Stormy,Wind,0.0
TXN6937,2025-02-14 10:30:06,U3979,Supplier,Buy,97.33,39.47,3841.62,23,Medium,RSA,1,Slice_A,Pending,South_Zone,MTR-0246,Normal,Sunny,Hydro,0.0
TXN2128,2025-02-14 10:12:05,U3210,Authority,,0.0,0.0,0.0,14,Low,RSA,0,Slice_A,Success,North_Zone,MTR-0433,Normal,Heatwave,Hydro,0.0
TXN4229,2025-02-14 10:43:17,U6254,Supplier,Buy,41.92,39.84,1670.09,20,High,TDKE,1,Slice_C,Failed,North_Zone,MTR-0178,Normal,Cloudy,Natural Gas,83.84
TXN7844,2025-02-14 10:11:32,U6983,Supplier,Buy,56.21,39.82,2238.28,5,Medium,RSA,1,Slice_A,Success,North_Zone,MTR-0026,Normal,Heatwave,Natural Gas,112.42
TXN4912,2025-02-14 10:47:49,U6023,Supplier,Sell,99.65,33.38,3326.32,13,Low,RSA,0,Slice_C,Success,North_Zone,MTR-0070,Normal,Sunny,Coal,448.43
TXN6454,2025-02-14 10:37:38,U1514,Dealer,Buy,76.12,30.19,2298.06,17,High,TDKE,1,Slice_B,Pending,North_Zone,MTR-0021,Normal,Heatwave,Solar,0.0
TXN7363,2025-02-14 10:02:27,U5428,Authority,,0.0,0.0,0.0,17,Medium,RSA,1,Slice_C,Pending,Metro_Hub,MTR-0168,Normal,Clear Night,Natural Gas,0.0
TXN7671,2025-02-14 10:48:17,U6605,Dealer,Sell,74.72,35.52,2654.05,20,Medium,RSA,1,Slice_A,Pending,Industrial_Park,MTR-0180,Normal,Heatwave,Natural Gas,149.44
TXN2389,2025-02-14 10:54:59,U6220,Authority,,0.0,0.0,0.0,8,High,TDKE,1,Slice_A,Success,Rural_Grid,MTR-0442,Normal,Cloudy,Wind,0.0
